blockgr10,rs,sfpar,mfpar,cdpar,aptpar,othpar,alsales,sfsales,mfsales,cdsales,f,f_bor,f_tax,f_mort,gt1_alsales,gt1_sfsales,gt1_mfsales,gt1_cdsales,cntynme10,area10,demo,mf_s8prop,assisted_units_count,property_total_unit_count,pop,vac_hunit,rent_hunit,com_area,rvac_area,pv,n_sales_17,med_sfarea17,med_sfprice17,med_sfprice_per_sqft17,n_sales_18,med_sfarea18,med_sfprice18,med_sfprice_per_sqft18,n_sales_19,med_sfarea19,med_sfprice19,med_sfprice_per_sqft19,med_alsales,med_sfsales,med_mfsales,med_cdsales,med_alpricesft,med_sfpricesft,med_mfpricesft,med_cdpricesft,std_alpricesft,std_sfpricesft,std_mfpricesft,std_cdpricesft,_gt1_alsales,_gt1_sfsales,_gt1_mfsales,_gt1_cdsales,_mf_s8prop,_com_area,_rvac_area,_pv
390351835022,192,115,9,68,0,0,46,25,3,18,6,0,0,6,41,22,3,16,Cuyahoga,0.1004259479,0,1,47,47,812,28,318,0.0718741391,0,9,6,1915,207000,108.56341974,12,1753,185950,103.87040268,7,1839,203000,111.47362697,1.1219512195,1.1363636364,1,1.125,110.04595713,108.43373494,36.265432099,120.41074321,36.239302482,17.051811932,7.0836029228,48.279008673,21.35,11.46,1.56,8.33,0.52,71.57,0,4.69
390351835023,275,271,4,0,0,0,80,79,1,0,4,0,0,4,74,73,1,0,Cuyahoga,0.2369736848,0,0,0,0,852,0,20,0,0.0138298826,9,35,2064,250000,120.4787234,21,2082,240000,116.53272101,23,2162,259000,124.19871795,1.0810810811,1.0821917808,1,,119.45303767,119.6857671,78.327444052,,29.019492154,28.841587231,,,26.91,26.55,0.36,0,0,0,5.84,3.27
390351835024,356.66666667,250.66666667,106,0,0,0,95,59,36,0,8,2,1,5,88,55,33,0,Cuyahoga,0.1573926211,0,0,0,0,1116,0,215,0,0.005202343,39,19,2062,215000,119.12640635,20,2260.5,308000,112.70746094,20,2366,242500,83.70676807,1.0795454545,1.0727272727,1.0909090909,,77.375352775,108.69565217,47.311827957,,89.285435024,37.881671797,134.48426949,,24.67,15.42,9.25,0,0,0,3.31,10.93
390351836031,171.33333333,126,44.666666667,0,0,1,29,19,10,0,8,1,1,6,23,15,8,0,Cuyahoga,0.0916548648,0,0,0,0,573,0,73,0.0635000215,0.0048919594,13,7,1368,69900,52.595936795,7,1343,50000,37.993920973,5,1356,72000,53.097345133,1.2608695652,1.2666666667,1.25,,27.975584944,52.595936795,22.478605396,,100.86261488,122.06193412,11.321612172,,13.42,8.75,4.67,0,0,69.28,5.34,7.59
390351836032,311.66666667,224,86,0,0,2.5,47,33,14,0,29,3,11,15,39,29,10,0,Cuyahoga,0.1042336876,1,0,0,0,899,76,130,0.0093599346,0.0083217832,41,8,1268,57500,38.191330344,12,1211,58250,49.488931199,13,1324,60100,43.706293706,1.2051282051,1.1379310345,1.4,,35.784313725,46.335299073,22.649372858,,22.345581909,21.227443128,20.345201141,,12.51,9.3,3.21,0,0,8.98,7.98,13.16
390351836041,320.33333333,141.33333333,179,0,0,0,75,27,48,0,24,2,8,14,69,25,44,0,Cuyahoga,0.121546123,0,0,0,0,1116,133,205,0.0254074122,0.0054526802,23,12,1654,132999.5,78.422779183,6,1604,121000,72.874554102,9,1596,135000,72.055137845,1.0869565217,1.08,1.0909090909,,52.264808362,74.850299401,42.629510994,,23.513256851,19.936670602,15.1427083,,21.54,7.8,13.74,0,0,20.9,4.49,7.18
390351836042,508.66666667,427.66666667,81,0,0,0,101,86,15,0,35,1,4,30,88,74,14,0,Cuyahoga,0.1562370173,0,0,0,0,1010,136,106,0.0258972897,0.01126381,44,29,1594,112000,69.026548673,26,1564.5,115750,77.470976921,31,1606,100000,63.613231552,1.1477272727,1.1621621622,1.0714285714,,63.613231552,72.31001774,58.24829932,,27.898548713,28.712156725,16.764547818,,17.3,14.55,2.75,0,0,16.58,7.21,8.65
390351836051,152.66666667,151.66666667,1,0,0,0,41,41,0,0,5,1,0,4,35,35,0,0,Cuyahoga,0.1536269666,0,0,0,0,1177,50,405,0.0772372876,0.0044120179,6,13,2040,173000,83.333333333,11,1892,195000,101.98135198,17,2049,202000,102.04081633,1.1714285714,1.1714285714,,,99.898322318,99.898322318,,,30.983873675,30.983873675,,,22.93,22.93,0,0,0,50.28,2.87,3.93
390351836052,567,540,27,0,0,0,116,112,4,0,24,1,4,19,104,100,4,0,Cuyahoga,0.2088121644,0,0,0,0,1243,117,146,0,0.0080018939,26,37,1878,168000,91.338582677,42,1894,188638.5,99.476413422,33,1892,175000,91.542750929,1.1153846154,1.12,1,,94.389513998,95.120095259,53.258294831,,25.300802937,24.106233272,15.498793622,,18.34,17.64,0.71,0,0,0,3.83,4.59
390351836061,220.66666667,110,110,0,0,1,39,17,22,0,9,1,0,8,34,13,21,0,Cuyahoga,0.0988444734,0,0,0,0,705,28,132,0.0062647426,0.0090637913,23,8,1716,146850,74.958868208,5,1903,124500,65.107724645,4,1472,111500,81.724371635,1.1470588235,1.3076923077,1.0476190476,,53.593556382,72.011878248,46.091617934,,24.380197175,23.470641433,14.75391975,,15.41,5.89,9.52,0,0,6.34,9.17,10.42
390351836062,312,233,79,0,0,0,73,55,18,0,11,0,0,11,68,50,18,0,Cuyahoga,0.0955444581,0,0,0,0,971,27,83,0,0.0091947529,22,21,1568,157200,97.590361446,19,1588,144500,96.141051231,15,1654,167000,97.869890616,1.0735294118,1.1,1,,84.972972973,97.590361446,45.859638491,,31.570766138,27.881716275,11.790615669,,21.79,16.03,5.77,0,0,0,9.62,7.05
390351841031,785,785,0,0,0,0,107,107,0,0,15,0,1,14,102,102,0,0,Cuyahoga,1.3011322832,0,0,0,0,2394,25,20,0,0.2162254649,34,35,2988,385000,125,31,2800,350000,121.5917465,41,2835,362500,128.34394904,1.0490196078,1.0490196078,,,126.12107623,126.12107623,,,25.355291694,25.355291694,,,12.99,12.99,0,0,0,0,16.62,4.33
390351841032,679,677,1,0,0,1,91,90,1,0,1,0,0,1,86,85,1,0,Cuyahoga,0.9564248946,0,0,0,0,1569,17,32,0,0.0684900496,30,44,2120,255000,118.91393443,23,2532,288000,125.37650602,23,2285,254000,121.65314402,1.0581395349,1.0588235294,1,,120.28301887,120.40936658,78.841743119,,27.378431133,27.216611801,,,12.67,12.52,0.15,0,0,0,7.16,4.42
390351841041,370,365.66666667,3,0,0,1.3333333333,42,42,0,0,3,0,0,3,39,39,0,0,Cuyahoga,1.1847900454,0,0,0,0,1025,14,26,0.5498700069,0.2118313461,29,18,2213,258541.5,117.6545998,7,2100,254900,136.43659711,17,2118,285000,139.57307061,1.0769230769,1.0769230769,,,126.92049444,126.92049444,,,28.806907896,28.806907896,,,10.54,10.54,0,0,0,46.41,17.88,7.84
390351841042,285.33333333,199.66666667,25.666666667,60,0,0,40,29,4,7,4,0,0,4,35,25,3,7,Cuyahoga,5.1910456728,0,0,0,0,856,0,156,4.9913895346,0.3321516658,23,6,1802.5,110000,76.345486111,11,1993,235000,109.89010989,12,1795,179850,122.65850144,1.1428571429,1.16,1.3333333333,1,115.74707727,115.47619048,94.353281853,119.74026946,37.590254386,43.184817388,18.326099258,13.675527076,12.27,8.76,1.05,2.45,0,96.15,6.4,8.06
390351841051,295,295,0,0,0,0,31,31,0,0,5,0,0,5,31,31,0,0,Cuyahoga,0.2841179187,0,0,0,0,1037,24,38,0,0.0217483428,7,9,2546,327000,118.19727891,13,2644,345000,128.0148423,9,2672,315000,115.68123393,1,1,,,118.22125813,118.22125813,,,14.849382851,14.849382851,,,10.51,10.51,0,0,0,0,7.65,2.37
390351841052,151,73,0,78,0,0,20,5,0,15,3,0,1,2,20,5,0,15,Cuyahoga,0.1064406476,0,0,0,0,1246,23,406,0,0,10,2,2238,206000,92.278204161,3,2345,272000,115.99147122,0,0,0,0,1,1,,1,94.768712006,107.53176044,,93.844984802,17.747684806,28.271794352,,9.8724381708,13.25,3.31,0,9.93,0,0,0,6.62
390351841053,283,283,0,0,0,0,51,51,0,0,3,0,0,3,47,47,0,0,Cuyahoga,0.2060870552,0,0,0,0,640,0,0,0,0,6,17,2326,265000,118.7628866,17,2365,287000,124.8199712,17,2408,290000,124.32795699,1.085106383,1.085106383,,,122.75179856,122.75179856,,,18.657499622,18.657499622,,,16.61,16.61,0,0,0,0,0,2.12
390351841054,646,646,0,0,0,0,115,115,0,0,7,0,1,6,109,109,0,0,Cuyahoga,0.6811359744,0,0,0,0,1675,29,9,0.0133977201,0.0143179666,36,35,2065,223000,119.31818182,34,2086,258050,120.65146882,46,2142,270000,122.49231378,1.0550458716,1.0550458716,,,121.10091743,121.10091743,,,17.659733583,17.659733583,,,16.87,16.87,0,0,0,1.97,2.1,5.57
390351841061,284,283.33333333,0,0,0,1,45,45,0,0,6,0,0,6,44,44,0,0,Cuyahoga,0.3019712833,0,0,0,0,705,40,19,0,0.0102808985,5,14,1776.5,183950,103.63102798,16,1639,177750,110.32764064,15,1802,183601,113.12217195,1.0227272727,1.0227272727,,,110.08883249,110.08883249,,,27.913277002,27.913277002,,,15.49,15.49,0,0,0,0,3.4,1.76
390351841062,589,554,3,32,0,0,96,92,0,4,14,0,0,14,92,88,0,4,Cuyahoga,0.2914812733,0,0,0,0,1618,33,158,0.037320829,0.0114349102,17,26,1542,160000,108.61686747,35,1690,191000,110.83743842,31,1603,205000,118.52776045,1.0434782609,1.0454545455,,1,110.10752688,111.00766152,,56.211180124,28.067424576,26.141612239,,10.063704259,15.62,14.94,0,0.68,0,12.8,3.92,2.89
390351841081,397,396,0,0,0,1,53,53,0,0,3,0,0,3,50,50,0,0,Cuyahoga,0.7400069035,0,0,0,0,1550,0,30,0.3284575155,0.0258396823,9,22,2043,227000,121.45946805,12,2254.5,255250,124.86759616,19,2366,369500,126.18813504,1.06,1.06,,,124.462977,124.462977,,,19.517037312,19.517037312,,,12.59,12.59,0,0,0,44.39,3.49,2.27
390351841082,499.33333333,499.33333333,0,0,0,0,81,81,0,0,6,0,0,6,78,78,0,0,Cuyahoga,1.9246710796,0,0,0,0,1761,0,51,0,0.0996481864,23,27,3294,525000,143.79010082,27,3506,497000,133.24396783,27,3858,598000,146.61935002,1.0384615385,1.0384615385,,,142.04296361,142.04296361,,,23.466527493,23.466527493,,,15.62,15.62,0,0,0,0,5.18,4.61
390351841083,637.66666667,634.33333333,2,0,0,1.3333333333,89,89,0,0,9,0,0,9,85,85,0,0,Cuyahoga,2.3425456025,0,0,0,0,1508,76,98,1.1420634254,0.520245136,39,35,3504,500000,147.16703458,22,3595,515000,139.10163345,32,3759,580000,165.08003669,1.0470588235,1.0470588235,,,153.19349517,153.19349517,,,37.633289545,37.633289545,,,13.33,13.33,0,0,0,48.75,22.21,6.12
390351841084,296.33333333,295.66666667,0,0,0,1,53,53,0,0,5,0,0,5,50,50,0,0,Cuyahoga,0.7425690775,0,0,0,0,851,0,0,0.0056156379,0.1219671502,15,16,3098,351500,118.64172895,17,2952,329000,123.23943662,20,2589,292950,127.69267504,1.06,1.06,,,123.44726204,123.44726204,,,23.792855368,23.792855368,,,16.87,16.87,0,0,0,0.76,16.43,5.06
390351841085,608.33333333,608,0,0,0,1,83,83,0,0,5,0,0,5,79,79,0,0,Cuyahoga,1.3256393466,0,0,0,0,1850,39,354,0.1658293518,0.1087082114,21,24,2703,342500,121.03020416,24,3050.5,395000,131.73086144,35,2770,374900,130.12477718,1.0506329114,1.0506329114,,,129.38596491,129.38596491,,,20.295004427,20.295004427,,,12.99,12.99,0,0,0,12.51,8.2,3.45
390351851011,363.33333333,347,14,2,0,1,50,48,1,1,22,1,6,15,39,37,1,1,Cuyahoga,0.4161872565,1,0,0,0,1168,20,178,0.1682626693,0.0100998623,61,18,1409,66500,44.360942088,13,1142,85000,61.900340452,17,1404,75500,49.122807018,1.2820512821,1.2972972973,1,1,49.619678567,49.619678567,37.345201238,106.53676933,24.675802693,23.913359184,,,10.73,10.18,0.28,0.28,0,40.43,2.43,16.79
390351851012,625.66666667,625.33333333,0,0,0,1,102,102,0,0,34,3,8,23,89,89,0,0,Cuyahoga,0.2350277299,2,0,0,0,1333,95,115,0,0.0252594123,81,39,1326,65700,50.782472613,33,1349,80000,59.412132583,30,1441.5,99250,68.965318629,1.1460674157,1.1460674157,,,58.261946387,58.261946387,,,21.651417206,21.651417206,,,14.22,14.22,0,0,0,0,10.75,12.95
390351851021,362.66666667,361.66666667,1,0,0,0,70,70,0,0,11,0,2,9,58,58,0,0,Cuyahoga,0.1397686012,0,0,0,0,772,43,94,0,0.016385553,42,27,1336,79775,54.487179487,26,1287.5,76500,53.512259324,17,1336,95000,77.422240803,1.2068965517,1.2068965517,,,61.316287879,61.316287879,,,28.048049982,28.048049982,,,15.99,15.99,0,0,0,0,11.72,11.58
390351851022,363.66666667,357.33333333,6,0,0,1,46,46,0,0,16,1,2,13,43,43,0,0,Cuyahoga,0.155037784,2,0,0,0,621,22,76,0.0027186639,0.0056917901,37,17,1296,81000,62.913907285,18,1438.5,77250,58.588864839,11,1215,110000,85.47008547,1.0697674419,1.0697674419,,,63.727869977,63.727869977,,,27.087224329,27.087224329,,,11.82,11.82,0,0,0,1.75,3.67,10.17
390351851023,373.66666667,369.66666667,4,0,0,0,92,92,0,0,24,1,7,16,83,83,0,0,Cuyahoga,0.104624423,0,0,0,0,1061,61,51,0,0.0031640266,74,27,1208,78000,53.425518542,30,1263.5,85900,70.771246792,35,1300,87000,71.117561684,1.1084337349,1.1084337349,,,68.264099966,68.264099966,,,22.069489605,22.069489605,,,22.21,22.21,0,0,0,0,3.02,19.8
390351851031,418.66666667,409.33333333,9,0,0,1,79,77,2,0,21,1,4,16,75,73,2,0,Cuyahoga,0.1249716215,0,0,0,0,969,49,81,0,0.0040494074,50,21,1254,84500,63.439065109,26,1243,91750,79.199366584,30,1335.5,90000,70.332014257,1.0533333333,1.0547945205,1,,71.902332362,72.311046512,47.30054623,,22.88755436,22.843970066,1.7847408146,,17.91,17.44,0.48,0,0,0,3.24,11.94
390351851032,246,227.33333333,18.666666667,0,0,0,57,49,8,0,10,0,2,8,47,40,7,0,Cuyahoga,0.1212167778,0,0,0,0,478,93,120,0.0772223657,0.0135443569,31,14,1370,58250,50.980748961,22,1275,70000,54.175499028,13,1264,71000,59.116809117,1.2127659574,1.225,1.1428571429,,53.921568627,54.429429429,40.766051383,,21.467204652,22.335884875,11.051351765,,19.11,16.26,2.85,0,0,63.71,11.17,12.6
390351851033,316.66666667,314.66666667,2,0,0,0,67,67,0,0,15,1,2,12,63,63,0,0,Cuyahoga,0.1224577102,0,0,0,0,880,29,77,0.0348846419,0.0046363852,57,17,1433,85000,57.980900409,33,1364,78000,57.692307692,17,1446,100000,69.156293223,1.0634920635,1.0634920635,,,62.421185372,62.421185372,,,21.904471721,21.904471721,,,19.89,19.89,0,0,0,28.49,3.79,18
390351851041,409.66666667,346,7.3333333333,56,0,1,110,90,1,19,21,1,1,19,97,79,1,17,Cuyahoga,0.2057024975,1,0,0,0,1012,21,107,0.0659072615,0.0141074811,45,32,1259.5,75500,58.13594167,31,1270,98000,75.757575758,27,1274,94800,71.808510638,1.1340206186,1.1392405063,1,1.1176470588,62.388178677,67.218016145,38.689121529,57.471264368,25.42049828,27.448525024,,6.6639797045,23.68,19.28,0.24,4.15,0,32.04,6.86,10.98
390351851042,501,499.66666667,1,0,0,1,67,67,0,0,17,1,2,14,66,66,0,0,Cuyahoga,0.6662602298,1,0,0,0,1346,20,81,0.0300277634,0.0746790705,49,28,1838.5,135000,80.038200769,22,1879.5,140300,79.832955211,17,1862,175000,85.639312977,1.0151515152,1.0151515152,,,80.601092896,80.601092896,,,19.698142385,19.698142385,,,13.17,13.17,0,0,0,4.51,11.21,9.78
390351851043,718.33333333,675,4,36,0,3.3333333333,113,107,1,5,29,1,5,23,108,102,1,5,Cuyahoga,0.4287348049,1,0,0,0,1769,47,33,0,0.0299313447,63,35,1896,148000,77.69532955,31,1978,150000,79.120323559,41,1719,146900,85.11627907,1.0462962963,1.0490196078,1,1,79.120323559,80.053667263,30.741410488,50.624133148,22.276579841,21.532326559,,5.2750190602,15.03,14.2,0.14,0.7,0,0,6.98,8.77
390351852011,820.66666667,500.33333333,0,320,0,1,149,90,0,59,49,2,10,37,129,78,0,51,Cuyahoga,0.2756877638,2,0,0,0,1585,105,328,0.2467358959,0.0018835012,125,26,1375,74500,57.071988839,30,1305.5,75890,61.269292156,34,1464,80250,60.187325383,1.1550387597,1.1538461538,,1.1568627451,43.804755945,58.859466442,,33.7922403,24.213195946,25.589604322,,9.2444555868,15.72,9.5,0,6.21,0,89.5,0.68,15.23
390351852021,408.66666667,406.33333333,2,0,0,1,111,111,0,0,25,1,5,19,102,102,0,0,Cuyahoga,0.1254565658,3,0,0,0,1193,0,205,0,0.0116252367,113,40,1316,83000,64.582986564,30,1234.5,90250,70.625934746,41,1250,90000,68.498769483,1.0882352941,1.0882352941,,,66.798941799,66.798941799,,,23.807914729,23.807914729,,,24.96,24.96,0,0,0,0,9.27,27.65
390351852022,701.33333333,699.66666667,1,0,0,2,161,161,0,0,40,3,3,34,145,145,0,0,Cuyahoga,0.1808842358,2,0,0,0,1411,0,268,0,0.0037173224,93,44,1312,70450,54.104622722,49,1398,80300,60.438729198,68,1348,78400,60.128686769,1.1103448276,1.1103448276,,,58.694057227,58.694057227,,,22.825616043,22.825616043,,,20.67,20.67,0,0,0,0,2.06,13.26
390351852023,458.66666667,434.66666667,24,0,0,0,97,91,6,0,35,0,2,33,87,81,6,0,Cuyahoga,0.1688015543,0,0,0,0,1128,137,219,0.0343597194,0.0009173769,66,20,1327.5,73750,47.007382062,41,1458,76000,56.907037359,30,1361.5,73595,53.906585721,1.1149425287,1.1234567901,1,,54.282267793,54.282267793,51.229575163,,24.888764699,25.391042342,15.647782571,,18.97,17.66,1.31,0,0,20.36,0.54,14.39
390351852024,439,376,63,0,0,0,94,74,20,0,26,4,3,19,85,69,16,0,Cuyahoga,0.2080577207,1,0,0,0,1009,63,223,0.0566629003,0.0019070678,50,26,1305.5,85250,61.528073334,23,1404,67500,55.081967213,25,1416,110000,74.481074481,1.1058823529,1.0724637681,1.25,,60.241725157,63.98578018,38.706235738,,22.069649501,21.964659958,11.559194522,,19.36,15.72,3.64,0,0,27.23,0.92,11.39
390351852031,490.33333333,471,5,14,0,1,94,93,1,0,16,1,5,10,85,84,1,0,Cuyahoga,0.3850369191,0,0,0,0,1749,0,135,0.1071251937,0.0266503099,39,30,1407,111000,79.964463519,31,1428,116500,83.873290137,32,1473.5,133750,90.128173422,1.1058823529,1.1071428571,1,,82.791051777,82.796688132,59.689922481,,255.22198473,256.56000575,,,17.34,17.13,0.2,0,0,27.82,6.92,7.95
390351852032,240.33333333,226.33333333,14,0,0,0,53,50,3,0,8,0,0,8,51,48,3,0,Cuyahoga,0.102221323,0,0,0,0,503,0,37,0.0092795498,0.0022221505,10,19,1760,133000,75.568181818,14,1679,128700,78.327783392,17,1870,143000,74.924924925,1.0392156863,1.0416666667,1,,74.924924925,76.157076327,48.156532988,,17.649097669,16.924102582,9.5412424491,,21.22,19.97,1.25,0,0,9.08,2.17,4.16
390351852033,277,271,6,0,0,0,45,44,1,0,7,0,0,7,41,40,1,0,Cuyahoga,0.2275427531,0,0,0,0,553,17,33,0.0289824739,0.0244006471,14,13,1986,146000,72.124304267,15,1812,110000,74.443591711,16,1864,162000,85.698012817,1.0975609756,1.1,1,,74.443591711,76.244957991,67.473414008,,26.42023338,26.654462991,,,14.8,14.44,0.36,0,0,12.74,10.72,5.05
390351852034,380.33333333,372,8,0,0,1,68,64,4,0,18,1,3,14,60,56,4,0,Cuyahoga,0.2569212676,1,0,0,0,1148,36,84,0.0477208161,0.0160482309,59,15,1550,95000,60.328185328,18,1538.5,99000,61.709043527,31,1664,121000,72.200392927,1.1333333333,1.1428571429,1,,66.971854395,68.49317125,34.965375039,,27.620730044,27.185347389,14.265580341,,15.78,14.72,1.05,0,0,18.57,6.25,15.51
390351861031,814,809.66666667,3,0,0,1.3333333333,124,124,0,0,9,0,1,8,115,115,0,0,Cuyahoga,0.7449393588,0,0,0,0,2208,0,39,0.0610973011,0.066692242,11,44,3122,312350,110.7096037,46,2928,299500,110.1141925,34,3054.5,345750,114.87580302,1.0782608696,1.0782608696,,,111.3243762,111.3243762,,,19.956230716,19.956230716,,,14.13,14.13,0,0,0,8.2,8.95,1.35
390351861032,587,472,7,106,0,2,110,79,1,30,6,0,0,6,101,76,1,24,Cuyahoga,0.9231718448,0,0,0,0,1108,31,17,0.4586662434,0.0424267533,4,35,1947,185000,97.216084843,22,1812.5,190000,105.70311162,22,1930,212250,110.06168734,1.0891089109,1.0394736842,1,1.25,102.44877327,103,82.487309645,96.118012422,19.644512588,18.866700941,,21.465677625,17.21,12.95,0.17,4.09,0,49.68,4.6,0.68
390351861033,537.66666667,530.33333333,6,0,0,1.3333333333,68,66,2,0,12,0,2,10,60,59,1,0,Cuyahoga,0.9925675331,0,0,0,0,1181,0,97,0.8098545828,0.3183091569,25,29,1548,157000,106.80576254,14,1401,158250,98.036485291,23,1492,175250,119.96904025,1.1333333333,1.1186440678,2,,106.92139979,107.63863025,38.601532567,,34.248172071,32.260937108,26.685830631,,11.16,10.97,0.19,0,0,81.59,32.07,4.65
390351861041,279,273,6,0,0,0,32,32,0,0,7,0,0,7,27,27,0,0,Cuyahoga,0.7285072363,0,0,0,0,861,26,96,0.0752067192,0.0108411889,26,7,1120,124000,110.30478955,8,1688,177250,105.1751394,17,1293,160000,112.95822677,1.1851851852,1.1851851852,,,111.3782635,111.3782635,,,28.945380915,28.945380915,,,9.68,9.68,0,0,0,10.32,1.49,9.32
390351861042,701,639,10,52,0,0,95,84,1,10,11,0,0,11,87,78,1,8,Cuyahoga,1.1919182637,0,0,0,0,1791,54,29,0.1591450011,0.1079775023,11,28,2127,187000,94.14514223,29,2055,203000,104.66507177,27,2060,210000,105.75968222,1.091954023,1.0769230769,1,1.25,99.63099631,104.37038159,73.529411765,93.788819876,27.322063815,28.710399923,,8.1301009136,12.41,11.13,0.14,1.14,0,13.35,9.06,1.57
390351861051,931,890,2,38,0,1,159,144,0,15,13,0,1,12,144,132,0,12,Cuyahoga,0.6494192251,0,0,0,0,2259,50,34,0.0096704976,0.0057871686,36,49,1906,183000,96.323894685,50,1956.5,191000,95.300858262,45,1876,199900,108.56236786,1.1041666667,1.0909090909,,1.25,97.727272727,100.76028126,,81.862745098,18.468660687,18.026421362,,10.601076122,15.47,14.18,0,1.29,0,1.49,0.89,3.87
390351861052,606.66666667,597.66666667,9,0,0,0,75,74,1,0,8,0,0,8,71,70,1,0,Cuyahoga,0.6812564383,0,0,0,0,1395,27,55,0.0207401429,0.1537603306,13,22,2393.5,241500,102.29296843,30,2094,221000,100.81952971,22,2198,238500,110.62518553,1.0563380282,1.0571428571,1,,102.78514589,102.87861317,72.463768116,,30.853803418,30.801481018,,,11.7,11.54,0.16,0,0,3.04,22.57,2.14
390351861061,8.6666666667,8.6666666667,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Cuyahoga,0.6640671694,0,0,0,0,2494,149,1118,0.3594436553,0.0035671703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,128.96825397,128.96825397,,,,,,,11.54,11.54,0,0,0,54.13,0.54,0
390351861062,670.66666667,481.66666667,10,179,0,0,138,90,1,47,9,0,0,9,126,81,1,44,Cuyahoga,1.4881682849,0,0,0,0,2444,98,584,0.7280227703,0.0072971548,22,33,2244,175000,97.349918875,26,1982,197500,92.03836414,31,2236,229900,103.50235233,1.0952380952,1.1111111111,1,1.0681818182,96.817481594,98.609968103,139.88095238,93.325791855,24.541683625,27.896774255,,15.550563238,18.79,12.08,0.15,6.56,0,48.92,0.49,3.28
390351861071,930.66666667,919.66666667,11,0,0,0,131,130,1,0,4,0,0,4,124,123,1,0,Cuyahoga,1.2072750916,0,0,0,0,2133,0,94,0.4212336433,0.0189191632,21,56,1930,201000,109.12486018,37,1650,167000,109.02255639,37,1878,200000,111.06811146,1.0564516129,1.0569105691,1,,109.15492958,109.24352151,107.2761194,,21.062909352,21.142183289,,,13.32,13.22,0.11,0,0,34.89,1.57,2.26
390351861072,409.33333333,403.33333333,5,0,0,1,41,41,0,0,4,0,1,3,37,37,0,0,Cuyahoga,0.4259390391,0,0,0,0,1084,58,12,0.0146019499,0.0279210069,20,13,2232,179000,93.821510297,13,1454,173500,104.25020048,15,1826,178500,125.26315789,1.1081081081,1.1081081081,,,110,110,,,32.405637362,32.405637362,,,9.04,9.04,0,0,0,3.43,6.56,4.89
390351861073,489.33333333,487.66666667,1,0,0,1,49,49,0,0,5,0,0,5,47,47,0,0,Cuyahoga,0.5035679702,0,0,0,0,1114,0,0,0,0.1558293518,11,20,2102,224950,109.80007036,15,2208,244000,116.17100372,14,2057.5,242000,121.57968135,1.0425531915,1.0425531915,,,114.45783133,114.45783133,,,19.875838392,19.875838392,,,9.6,9.6,0,0,0,0,30.95,2.25
390351861074,278,273.66666667,2,0,0,2.3333333333,41,41,0,0,4,0,0,4,37,37,0,0,Cuyahoga,0.4191467296,0,0,0,0,664,0,0,0.031744146,0.1564277003,5,14,2256,254750,108.24741886,15,2563,255500,111.44366197,12,2254,262500,123.35573805,1.1081081081,1.1081081081,,,115.08325171,115.08325171,,,31.678838287,31.678838287,,,13.31,13.31,0,0,0,7.57,37.32,1.8
390351861075,436.66666667,432,2,0,0,2.6666666667,67,67,0,0,8,0,0,8,61,61,0,0,Cuyahoga,1.6030958445,0,0,0,0,1223,0,14,0.0282185133,0.2008824395,25,13,2248,200000,107.35373054,28,1967,195950,110.01537846,26,2104,202400,108.77408499,1.0983606557,1.0983606557,,,108.81801126,108.81801126,,,44.781298648,44.781298648,,,13.97,13.97,0,0,0,1.76,12.53,5.73
390351862011,679.66666667,553,19,106,0,1.6666666667,133,85,1,47,8,0,0,8,125,82,1,42,Cuyahoga,1.0118413676,0,0,0,0,2132,122,356,0.9217856477,0.0375631672,35,27,1557,165000,102.1978022,30,1841,178250,99.461907973,28,1645,187450,117.5792294,1.064,1.0365853659,1,1.119047619,99.062133646,105.03318584,100,91.210613599,20.769550192,22.030865941,,13.700236159,18.39,12.06,0.15,6.18,0,91.1,3.71,5.15
390351862012,661,658,3,0,0,0,81,81,0,0,6,0,0,6,76,76,0,0,Cuyahoga,0.6106727135,0,0,0,0,2147,15,123,0.3096730444,0.014301287,22,22,2296,192750,89.677871354,27,2256,207500,91.10787172,32,2189,241250,108.74062953,1.0657894737,1.0657894737,,,95.788604459,95.788604459,,,19.005001362,19.005001362,,,11.5,11.5,0,0,0,50.71,2.34,3.33
390351862013,525,518.33333333,6,0,0,1,87,86,1,0,13,0,0,13,78,77,1,0,Cuyahoga,0.4501016993,0,0,0,0,1580,0,37,0.001687005,0.0390442063,22,26,2172,179700,89.421699605,31,2096,194100,94.936708861,29,2088,208000,96.36,1.1153846154,1.1168831169,1,,93.896713615,94.416711238,70.227081581,,28.2382192,28.26367606,,,14.86,14.67,0.19,0,0,0.37,8.67,4.19
390351862021,691,685.66666667,4.6666666667,0,0,1,92,91,1,0,6,0,0,6,87,86,1,0,Cuyahoga,0.6272345663,0,0,0,0,1790,55,125,0.1803926337,0.0111177471,18,33,2603,263000,99.506266616,33,2603,259070,97.888675624,25,2570,260000,101.84473482,1.0574712644,1.0581395349,1,,99.851918902,99.923136049,62.582562748,,21.41714334,21.130563481,,,12.59,12.45,0.14,0,0,28.76,1.77,2.6
