blockgr10,rs,sfpar,mfpar,cdpar,aptpar,othpar,alsales,sfsales,mfsales,cdsales,f,f_bor,f_tax,f_mort,gt1_alsales,gt1_sfsales,gt1_mfsales,gt1_cdsales,cntynme10,area10,demo,mf_s8prop,assisted_units_count,property_total_unit_count,pop,vac_hunit,rent_hunit,com_area,rvac_area,pv,n_sales_17,med_sfarea17,med_sfprice17,med_sfprice_per_sqft17,n_sales_18,med_sfarea18,med_sfprice18,med_sfprice_per_sqft18,n_sales_19,med_sfarea19,med_sfprice19,med_sfprice_per_sqft19,med_alsales,med_sfsales,med_mfsales,med_cdsales,med_alpricesft,med_sfpricesft,med_mfpricesft,med_cdpricesft,std_alpricesft,std_sfpricesft,std_mfpricesft,std_cdpricesft,_gt1_alsales,_gt1_sfsales,_gt1_mfsales,_gt1_cdsales,_mf_s8prop,_com_area,_rvac_area,_pv
390351011011,189,124.33333333,64.666666667,0,0,0,53,33,20,0,12,0,6,6,44,29,15,0,Cuyahoga,0.0566998766,2,0,0,0,941,78,164,0.0168306287,0.0041494132,39,11,1602,40000,24.174053183,8,1851,128000,68.819119431,14,1220,70000,54.568797216,1.2045454545,1.1379310345,1.3333333333,,34.53307393,51.948051948,19.327492805,,26.706761648,27.022125814,22.409812758,,23.28,15.34,7.94,0,0,29.68,7.32,20.63
390351011012,102.33333333,53.333333333,47,0,0,2,20,12,8,0,3,0,2,1,16,11,5,0,Cuyahoga,0.061409937,5,0,0,0,1150,69,600,0.009830765,0.0018793044,18,4,1258,42250,33.723563158,3,1946,53000,32.196969697,5,1743,48000,43.346774194,1.25,1.0909090909,1.6,,31.828821927,34.091710928,24.476666976,,16.299962645,15.28381988,17.228176983,,15.64,10.75,4.89,0,0,16.01,3.06,17.59
390351011021,784.66666667,277.66666667,77.666666667,255,0,174.33333333,70,36,14,20,12,1,0,11,66,34,13,19,Cuyahoga,0.3117130272,4,1,105,108,2411,254,1080,0.0483490086,0.0308392519,35,10,2108.5,281200,124.17011298,15,2864,455000,168.04692356,11,2018,215000,118.78453039,1.0606060606,1.0588235294,1.0769230769,1.0526315789,87.418002343,143.16475561,60.46380706,76.888888889,71.385663533,66.225184441,95.649406406,21.353629039,8.41,4.33,1.66,2.42,0.13,15.51,9.89,4.46
390351011022,302.33333333,134.33333333,167,0,0,1,39,15,24,0,2,0,0,2,36,14,22,0,Cuyahoga,0.1275368843,1,0,0,0,2106,47,416,0.0091688189,0.0031000344,34,3,1040,136000,144.15505754,7,1612,167000,122.15435869,5,1804,142500,86.538461538,1.0833333333,1.0714285714,1.0909090909,,67.957166392,130.76923077,54.396168556,,62.878038247,70.769546961,13.481466361,,11.91,4.63,7.28,0,0,7.19,2.43,11.25
390351011023,233,110.66666667,122.33333333,0,0,0,52,24,28,0,5,0,3,2,50,23,27,0,Cuyahoga,0.0722389447,2,0,0,0,756,13,260,0.0018430039,0,27,7,1617,135000,68.954854669,6,1563.5,161500,98.797074119,11,1583,219000,139.14656772,1.04,1.0434782609,1.037037037,,64.608532191,99.741471402,54.04704702,,41.263500193,41.778290929,18.122513951,,21.46,9.87,11.59,0,0,2.55,0,11.59
390351012001,383.33333333,142.33333333,84.666666667,155,0,2,120,27,25,68,4,1,1,2,107,25,21,61,Cuyahoga,0.3667515062,4,0,0,0,1280,106,541,0.0999639865,0.0230799831,26,13,1600,174000,124.92492492,7,1456,273000,177.83046829,7,1327,215000,166.9921875,1.1214953271,1.08,1.1904761905,1.1147540984,166.9921875,165.27196653,79.545454545,187.68768769,61.924958042,57.419677071,60.519344193,45.397446433,27.91,6.52,5.48,15.91,0,27.26,6.29,6.78
390351012002,190.33333333,97,52.666666667,40.666666667,0,0,74,31,24,19,6,0,0,6,59,23,18,18,Cuyahoga,0.134469735,2,2,205,205,1180,181,584,0.0526743285,0.0044142777,27,12,1537,150450,96.246955021,5,1335,95000,89.887640449,14,1755,200250,142.12534082,1.2542372881,1.24,1.3333333333,1.0555555556,91.49176543,115.48913043,47.275242847,208.6495308,76.706804966,68.91373807,20.06784074,35.29539447,31,12.08,9.46,9.46,1.05,39.17,3.28,14.19
390351013001,230.66666667,119.66666667,70,40,0,1,60,30,20,10,7,2,1,4,53,27,16,10,Cuyahoga,0.2419903104,2,0,0,0,1772,244,749,0.1287001406,0.0069984289,67,7,1480,72500,57.341907824,8,1696,90000,60.500643225,15,1560,61900,55.865921788,1.1320754717,1.1111111111,1.25,1,52.622906642,58.216408458,39.268556164,100.54406378,36.630231299,33.845291313,15.968385247,30.317808398,22.98,11.71,6.94,4.34,0,53.18,2.89,29.05
390351014001,355,270,85,0,0,0,70,45,25,0,25,4,10,11,60,41,19,0,Cuyahoga,0.3684345256,3,0,0,0,1104,40,259,0.0524864411,0.006468628,56,12,991.5,23950,22.301454139,20,1072,32500,33.457009093,13,988,33000,33.776867963,1.1666666667,1.0975609756,1.3157894737,,27.880943722,27.820710974,27.941176471,,16.26183266,18.493678846,11.298069508,,16.9,11.55,5.35,0,0,14.25,1.76,15.77
390351014002,279.33333333,189.33333333,87.666666667,0,0,2.3333333333,61,35,26,0,12,2,4,6,53,31,22,0,Cuyahoga,0.1269141015,2,0,0,0,1204,76,315,0.1134740875,0.0016760288,34,9,1200,35100,26.690391459,11,1352,59400,43.194374686,15,1193,62000,53.264604811,1.1509433962,1.1290322581,1.1818181818,,35.926305015,46.610169492,30.869675456,,18.166892169,21.608170339,9.6573642105,,18.97,11.1,7.88,0,0,89.41,1.32,12.17
390351015011,547,366.66666667,177.66666667,0,0,2.6666666667,126,76,50,0,35,8,15,12,106,63,43,0,Cuyahoga,0.2004167587,7,1,116,116,2368,64,626,0.03651282,0.0058863493,72,20,1028.5,25500,22.05539873,24,1109,38750,29.685959974,32,1264,37150,28.265480163,1.1886792453,1.2063492063,1.1627906977,,26.393818651,26.948171534,25.720564791,,22.383691005,25.057546492,17.621067297,,19.38,11.52,7.86,0,0.18,18.22,2.94,13.16
390351016031,167.33333333,127,40.333333333,0,0,0,37,29,8,0,9,0,4,5,32,24,8,0,Cuyahoga,0.089905822,1,0,0,0,962,59,254,0.0434702135,0.0049471993,42,9,1242,25000,16.272189349,10,1221,28200,22.320853462,10,1322.5,56950,37.910643461,1.15625,1.2083333333,1,,27.212806026,22.5,34.701587469,,14.452913346,14.270309067,14.634461988,,19.12,14.34,4.78,0,0,48.35,5.5,25.1
390351016032,207.66666667,144,62.666666667,0,0,1,47,28,19,0,9,2,1,6,40,25,15,0,Cuyahoga,0.0506342114,3,0,0,0,856,33,194,0.0046968621,0.0030985279,34,12,1607,30500,23.997469783,4,1388,17350,13.036637931,12,1452.5,45250,32.495454821,1.175,1.12,1.2666666667,,23.226351351,23.997469783,23.226351351,,18.799216249,22.170184317,11.960216936,,19.26,12.04,7.22,0,0,9.28,6.12,16.37
390351016033,131.33333333,83,48.333333333,0,0,0,38,19,19,0,11,1,5,5,30,15,15,0,Cuyahoga,0.0436137156,2,0,0,0,712,46,110,0.0066934616,0.0053339503,19,7,1780,28150,18.440292445,6,1442,41900,31.319355847,6,1397.5,33500,23.439732143,1.2666666667,1.2666666667,1.2666666667,,19.206624312,24,17.231476163,,12.204248123,12.587645452,11.757295228,,22.84,11.42,11.42,0,0,15.35,12.23,14.47
390351016034,153.66666667,117,30.333333333,6,0,1,26,24,1,1,6,0,3,3,22,20,1,1,Cuyahoga,0.0459816802,1,0,0,0,340,57,34,0.0006644929,0.0061355386,21,4,1155,34000,27.065802674,8,1261,49000,45.417803506,12,1173.5,30575,27.73799868,1.1818181818,1.2,1,1,33.327136832,33.327136832,19.144144144,61.24807396,22.855945731,22.935673063,,,14.32,13.02,0.65,0.65,0,1.45,13.34,13.67
390351017001,80.666666667,59,21.666666667,0,0,0,17,7,10,0,9,7,1,1,13,7,6,0,Cuyahoga,0.1154549751,4,2,97,97,922,92,427,0.0669891744,0,13,1,1890,4300,2.2751322751,5,1206,8750,7.1721311475,1,1180,17000,14.406779661,1.3076923077,1,1.6666666667,,13.61741547,7.1721311475,14.815627744,,9.1760213859,6.7153420357,9.504479503,,16.12,8.68,7.44,0,2.48,58.02,0,16.12
390351017002,285,209.33333333,75.666666667,0,0,0,80,53,27,0,32,6,10,16,65,44,21,0,Cuyahoga,0.0779107857,4,0,0,0,1177,161,360,0.0084724733,0.0068983155,60,16,1429,29500,22.460928163,12,1343,41550,32.340186772,25,1389,37000,27.777777778,1.2307692308,1.2045454545,1.2857142857,,23.053103849,27.777777778,17.650462963,,18.812467687,20.469959039,11.678035622,,22.81,15.44,7.37,0,0,10.87,8.85,21.05
390351017003,215.66666667,150,49,16,0,2,44,34,9,1,7,0,2,5,38,29,8,1,Cuyahoga,0.0913131644,2,0,0,0,360,86,135,0.009794895,0.0117957272,50,9,1393,27900,20.758122744,14,1503.5,29250,21.230691862,11,1401,47500,36.111111111,1.1578947368,1.1333333333,1.125,1,20.810979381,20.810979381,16.328828829,418.58617951,63.916338984,27.455557802,16.3631968,,17.62,13.45,3.71,0.46,0,10.73,12.92,23.18
390351018001,225.66666667,146.33333333,38.333333333,35,0,6,55,38,10,7,12,5,2,5,47,31,10,6,Cuyahoga,0.1215094433,8,0,0,0,1030,161,298,0.0217066977,0.0058446683,54,15,1724,48500,26.896180742,12,1661,64500,37.292353997,11,1656,195000,114.16861827,1.170212766,1.2258064516,1,1.1666666667,50.225733634,52.101503181,42.727500819,81.650831354,48.420315368,54.84333236,26.21195903,23.777478247,20.83,13.74,4.43,2.66,0,17.86,4.81,23.93
390351018002,191.66666667,118,72.666666667,0,0,1.5,46,23,23,0,23,8,10,5,38,19,19,0,Cuyahoga,0.0949073895,11,0,0,0,1056,110,294,0.0373947572,0.0103533201,42,11,1243,31500,26.798561151,4,1358,34650,27.747384163,8,1255,38500,29.648864115,1.2105263158,1.2105263158,1.2105263158,,24.834943999,29.284591195,15.426808365,,18.518285336,21.338585008,11.550767473,,19.83,9.91,9.91,0,0,39.4,10.91,21.91
390351018003,235.33333333,172,59.333333333,0,0,4,47,38,9,0,26,15,8,3,40,31,9,0,Cuyahoga,0.0775729463,19,0,0,0,562,75,117,0.0130148072,0.014128752,81,21,1260,18000,14.372163389,12,1040,19450,20.745454545,5,1295,25000,19.305019305,1.175,1.2258064516,1,,18.229166667,18.767092986,11.990407674,,13.001471582,12.803856078,14.34917895,,17,13.17,3.82,0,0,16.78,18.21,34.42
390351019011,206,107,94,4,0,1,58,33,25,0,6,1,0,5,44,24,20,0,Cuyahoga,0.0674806215,3,0,0,0,899,98,220,0.0128992338,0.0031526199,54,10,1370,159750,105.04396522,11,1334,90000,69.144338807,12,1449,257500,138.64332202,1.3181818182,1.375,1.25,,79.16536288,110.71428571,64.300411523,,57.509548513,60.100775655,30.992906624,,21.36,11.65,9.71,0,0,19.12,4.67,26.21
390351019012,213.66666667,128.66666667,83,0,0,6,44,25,19,0,12,7,3,2,34,19,15,0,Cuyahoga,0.1325210773,17,0,0,0,718,116,156,0.032087853,0.0095270891,48,9,968,19750,22.727272727,8,740,7970,10.705866946,8,1117,21200,24.811876622,1.2941176471,1.3157894737,1.2666666667,,16.411495795,11.538461538,16.949975716,,14.715998737,14.588318138,15.141354991,,15.91,8.89,7.02,0,0,24.21,7.19,22.46
390351021011,173.33333333,88.666666667,84.666666667,0,0,0,26,13,13,0,6,0,1,5,24,13,11,0,Cuyahoga,0.076914256,1,0,0,0,768,130,178,0.0308389649,0,24,4,1322.5,52000,52.296688246,4,1258.5,63500,55.997020471,5,1397,60100,45.24361949,1.0833333333,1,1.1818181818,,34.51171886,49.555273189,32.050048123,,22.261067358,24.361315479,11.699883957,,13.85,7.5,6.35,0,0,40.1,0,13.85
390351021012,187.66666667,92,95.666666667,0,0,0,36,18,18,0,6,1,2,3,32,16,16,0,Cuyahoga,0.0663350564,2,0,0,0,450,44,196,0.0054037534,0.000874548,26,7,1569,35000,21.498771499,6,1387,79000,57.522096052,5,1334,72100,59.877622378,1.125,1.125,1.125,,34.69211043,48.296778979,33.099381345,,20.120573005,23.956634178,11.858339611,,17.05,8.53,8.53,0,0,8.15,1.32,13.85
390351021013,486.66666667,352,134.66666667,0,0,0,84,58,26,0,19,2,2,15,73,51,22,0,Cuyahoga,0.1205943811,5,0,0,0,1831,112,274,0.0168426093,0.0001822199,69,19,1235,60000,51.215277778,18,1260,65950,47.078768216,21,1265,56000,41.921768707,1.1506849315,1.137254902,1.1818181818,,41.861918837,47.549936605,32.716684888,,22.403134278,23.545547889,12.997904728,,15,10.48,4.52,0,0,13.97,0.15,14.18
390351021021,306,265,41,0,0,0,54,44,10,0,12,1,1,10,50,41,9,0,Cuyahoga,0.0962649248,1,0,0,0,1205,59,197,0.0113534134,0.0031198347,22,10,1263,62750,50.801427626,19,1144,51000,52.631578947,15,1153,68500,56.101556102,1.08,1.0731707317,1.1111111111,,49.761814024,52.334870133,23.945166187,,19.831040066,19.378783714,11.568225672,,16.34,13.4,2.94,0,0,11.79,3.24,7.19
390351021022,487,440.33333333,44.666666667,0,0,2,92,82,10,0,32,7,9,16,77,68,9,0,Cuyahoga,0.2213303691,3,0,0,0,1635,128,366,0.025691252,0.0223833506,65,25,1040,40000,38.002980626,23,1131,50000,45.998160074,34,1102.5,53500,52.554724969,1.1948051948,1.2058823529,1.1111111111,,40.798611111,45.269194979,34.794372294,,23.368522382,23.870014065,18.394963258,,15.81,13.96,1.85,0,0,11.61,10.11,13.35
390351022001,283.66666667,155.66666667,127.66666667,0,0,1,75,32,43,0,8,2,1,5,65,31,34,0,Cuyahoga,0.1113426008,4,0,0,0,1001,35,226,0.017118199,0.0028186697,24,11,1493,50400,29.864864865,6,1511.5,74978,44.988634358,15,1380,75000,63.282087951,1.1538461538,1.0322580645,1.2647058824,,34.443168772,47.111842446,30.878859857,,22.458970355,26.773963448,13.763335137,,22.91,10.93,11.99,0,0,15.37,2.53,8.46
390351022002,225.66666667,160,65.666666667,0,0,0,46,28,18,0,8,1,1,6,39,25,14,0,Cuyahoga,0.0718273598,0,0,0,0,878,46,81,0.0046681302,0.0005380868,19,8,1106.5,53500,44.385781329,10,1354,66050,49.830285333,10,1340,70500,61.277954508,1.1794871795,1.12,1.2857142857,,42.782427521,47.516991131,30.378550676,,20.806244277,21.680731765,12.12681038,,17.28,11.08,6.2,0,0,6.5,0.75,8.42
390351022003,346.33333333,302,42.666666667,0,0,1.6666666667,56,50,6,0,11,0,1,10,52,46,6,0,Cuyahoga,0.1601679236,1,0,0,0,1070,138,149,0.0083476455,0.0178686008,27,16,1165.5,47800,54.947916667,13,1152,53000,46.875,21,1080,53000,47.916666667,1.0769230769,1.0869565217,1,,46.776107595,47.829861111,40.298083171,,23.303123419,24.42166565,8.4021162723,,15.01,13.28,1.73,0,0,5.21,11.16,7.8
390351023001,163.66666667,110.33333333,52,0,0,1.3333333333,26,14,12,0,12,2,3,7,24,14,10,0,Cuyahoga,0.0487272528,3,0,0,0,679,74,141,0.0134040332,0.0015965766,29,4,1400,20275,11.85666289,2,1353.5,39000,29.219819868,8,1607.5,42000,25.942442295,1.0833333333,1,1.2,,21.128627637,24.960855758,17.645953352,,15.406816175,18.080841016,11.189301808,,14.66,8.55,6.11,0,0,27.51,3.28,17.72
390351023002,293,223.33333333,69.666666667,0,0,0,53,36,17,0,14,1,4,9,47,31,16,0,Cuyahoga,0.0847351416,1,0,0,0,1111,53,238,0.0080066288,0.0022515639,48,11,1298,31000,24.408848207,18,1204,44100,35.321500745,7,1245,75000,64.102564103,1.1276595745,1.1612903226,1.0625,,32.206969377,37.469584143,27.196660482,,17.253841683,19.124154811,10.597398436,,16.04,10.58,5.46,0,0,9.45,2.66,16.38
390351023003,131.66666667,92.666666667,38.666666667,0,0,1,29,12,17,0,6,1,0,5,23,10,13,0,Cuyahoga,0.0420862954,0,0,0,0,726,56,161,0.0169972452,0.0004519628,19,5,1339,18500,15.771526002,1,1544,92000,59.585492228,6,1297,65250,37.604900613,1.2608695652,1.2,1.3076923077,,31.539108495,37.604900613,23.690194221,,18.492708486,20.773489272,16.244825114,,17.47,7.59,9.87,0,0,40.39,1.07,14.43
390351024011,417.66666667,338.66666667,78.666666667,0,0,1,83,68,15,0,23,2,3,18,71,60,11,0,Cuyahoga,0.0789605975,2,0,0,0,1250,49,232,0.0045937715,0.0026238952,70,23,1144,35000,32.653061224,22,1268,37500,33.45733485,23,1080,37000,32.118055556,1.1690140845,1.1333333333,1.3636363636,,29.436501262,32.38555839,26.026119403,,20.423729707,21.444777969,13.188238081,,17,14.37,2.63,0,0,5.82,3.32,16.76
390351024012,226.66666667,143,83,0,0,1,37,19,18,0,12,3,4,5,33,17,16,0,Cuyahoga,0.1210781672,2,0,0,0,728,63,133,0.0206800964,0.0023648416,32,8,1117,24500,23.613638896,8,1250,53500,38.563750648,3,1092,72800,66.850321396,1.1212121212,1.1176470588,1.125,,22.935779817,37.154150198,18.582021763,,18.27070864,20.221247238,8.7131110553,,14.56,7.5,7.06,0,0,17.08,1.95,14.12
390351024021,189,141.66666667,46.666666667,0,0,1,49,31,18,0,10,4,4,2,41,26,15,0,Cuyahoga,0.0496492648,8,0,0,0,365,102,134,0.0078143294,0.0017196109,53,13,1232,32693,26.259437751,7,1477,20000,13.404825737,11,1275,42000,32.674262735,1.1951219512,1.1923076923,1.2,,22.00220022,24.350649351,19.87795021,,18.551767868,21.166756487,11.711371799,,21.69,13.76,7.94,0,0,15.74,3.46,28.04
390351024022,220,131.66666667,87,0,0,1.3333333333,57,31,26,0,19,5,6,8,45,25,20,0,Cuyahoga,0.0615516365,7,0,0,0,1197,46,164,0.0051674415,0.0061986341,45,9,1375,30000,19.646365422,15,1375,35900,23.764258555,7,1394,50000,38.138825324,1.2666666667,1.24,1.3,,25.447690858,26.109090909,24.593715577,,19.071452322,18.460596745,19.837879152,,20.45,11.36,9.09,0,0,8.4,10.07,20.45
390351024023,263.66666667,190,72.666666667,0,0,1,53,37,16,0,29,9,7,13,44,30,14,0,Cuyahoga,0.0940772699,7,0,0,0,995,0,292,0.0057960285,0.0056954488,41,9,1221,17000,12.321792261,13,1253,28300,22.676282051,15,1344,26000,22.320684524,1.2045454545,1.2333333333,1.1428571429,,20.202020202,22.320684524,16.67278708,,17.128222312,18.570079697,12.832624381,,16.69,11.38,5.31,0,0,6.16,6.05,15.55
390351024024,185.66666667,142.33333333,43.333333333,0,0,0,30,21,9,0,9,1,3,5,26,18,8,0,Cuyahoga,0.0462172026,1,0,0,0,950,37,88,0.0012758264,0.0045333305,24,11,1252,24777,19.801980198,7,1355,32500,27.52293578,3,1214,47600,32.491467577,1.1538461538,1.1666666667,1.125,,24.463628384,21.404320988,28.280542986,,12.39715163,13.392110568,10.409331973,,14,9.69,4.31,0,0,2.76,9.81,12.93
390351027001,127.66666667,70.666666667,56.333333333,0,0,1,40,17,23,0,11,4,6,1,28,12,16,0,Cuyahoga,0.0497226242,8,0,0,0,549,135,207,0.014023581,0.0110008107,14,4,1501,16000,13.907411359,8,1245,29150,24.234680375,5,1386,10000,9.6153846154,1.4285714286,1.4166666667,1.4375,,16.31007881,16.594516595,15.97659766,,23.050526171,33.095590978,11.536708612,,21.93,9.4,12.53,0,0,28.2,22.12,10.97
390351027002,174.33333333,118.66666667,54,0,0,1.6666666667,47,25,22,0,20,4,8,8,34,18,16,0,Cuyahoga,0.0559249695,8,0,0,0,322,73,81,0.000538051,0.0122307593,33,9,1272,25000,15.799256506,8,1312.5,27000,18.745293377,8,1257,32600,26.897689769,1.3823529412,1.3888888889,1.375,,19.137353434,22.091194969,15.434205537,,11.849719265,11.191177714,12.330612578,,19.5,10.33,9.18,0,0,0.96,21.87,18.93
390351027003,205,149,55,0,0,1,29,17,12,0,13,4,7,2,25,14,11,0,Cuyahoga,0.0693721361,4,0,0,0,709,112,187,0.0189065011,0.0109859605,45,3,1287,25000,28.194993412,6,1280,34450,22.496112603,8,1251,27550,20.434146842,1.16,1.2142857143,1.0909090909,,19.02587519,22.761297798,11.447172357,,11.787065801,11.138189557,10.63359144,,12.2,6.83,5.37,0,0,27.25,15.84,21.95
390351027004,229.66666667,134,92.666666667,0,0,3,45,28,17,0,13,6,4,3,37,22,15,0,Cuyahoga,0.2517849504,13,0,0,0,838,37,234,0.0498145159,0.0310007748,57,10,1162,13000,12.289028045,9,1400,12880,11.469278718,9,1411,133000,90.534979424,1.2162162162,1.2727272727,1.1333333333,,15.389876881,14.49410162,17.570664629,,34.847982775,41.879572723,8.484436553,,16.11,9.58,6.53,0,0,19.78,12.31,24.82
390351027005,203.33333333,146,56.666666667,0,0,1,43,26,17,0,19,3,6,10,37,23,14,0,Cuyahoga,0.0982116519,10,0,0,0,991,54,205,0.0272215048,0.0103858902,26,6,1264,28825,22.820717092,11,921,21700,29.473684211,9,1300,25000,23.568075117,1.1621621622,1.1304347826,1.2142857143,,23.457792208,24.284037559,17.942583732,,10.66123274,10.27721672,11.134570962,,18.2,11.31,6.89,0,0,27.72,10.58,12.79
390351027006,160.33333333,107.66666667,49.333333333,0,0,3.3333333333,33,24,9,0,11,1,6,4,27,19,8,0,Cuyahoga,0.2201010198,7,0,0,0,655,18,71,0.1399013215,0.0200831109,25,9,1160,15000,11.663947798,9,1230,16700,14.130434783,6,1180,18500,16.757515692,1.2222222222,1.2631578947,1.125,,14.130434783,14.130434783,22.455322455,,13.9583711,14.289441328,13.752561457,,16.84,11.85,4.99,0,0,63.56,9.12,15.59
390351028001,115,67.666666667,47,0,0,1,24,12,12,0,9,3,2,4,22,11,11,0,Cuyahoga,0.0414920841,7,0,0,0,292,96,75,0.0237048037,0.0046099489,32,4,1391,24450,17.639048017,5,1256,16667,13.57247557,3,1608,47900,34.710144928,1.0909090909,1.0909090909,1.0909090909,,18.314006034,19.924299257,14.883288369,,33.877275762,11.368518727,46.955592324,,19.13,9.57,9.57,0,0,57.13,11.11,27.83
390351028002,127.66666667,75.333333333,52,0,0,1,22,14,8,0,6,1,2,3,21,14,7,0,Cuyahoga,0.0405889911,5,0,0,0,712,4,162,0.0038680125,0.0029587064,19,3,1660,17000,9.2542188351,8,1236,32500,22.540077986,3,1746,15000,8.5910652921,1.0476190476,1,1.1428571429,,12.528502422,13.688991806,11.678308106,,12.668674984,11.545678091,15.143649228,,16.45,10.97,5.48,0,0,9.53,7.29,14.88
390351028003,224.33333333,151,73,0,0,1,52,31,21,0,18,6,9,3,39,23,16,0,Cuyahoga,0.0921973384,8,0,0,0,1004,129,211,0.0222714001,0.0152117051,50,16,1375,16150,11.980513359,8,1383.5,24500,19.430236864,7,1232,25730,19.751280176,1.3333333333,1.347826087,1.3125,,15.613726077,17.921146953,14.0625,,9.5294098997,10.543521999,7.6300966952,,17.38,10.25,7.13,0,0,24.16,16.5,22.29
390351029001,207.66666667,93.666666667,112.66666667,0,0,1.3333333333,48,21,27,0,9,1,3,5,39,15,24,0,Cuyahoga,0.1054549287,8,0,0,0,981,92,265,0.0572366061,0.0098865789,34,7,1320,13800,10.227272727,4,1491,25050,16.802168022,10,1254,24850,16.717931192,1.2307692308,1.4,1.125,,18.472217675,16.260162602,21.916010499,,14.600355126,12.50497076,15.873950089,,18.78,7.22,11.56,0,0,54.28,9.38,16.37
390351029002,263.66666667,176.66666667,86,0,0,1,40,14,26,0,11,2,7,2,37,13,24,0,Cuyahoga,0.0932734051,4,0,0,0,947,101,157,0.0242657398,0.0073299759,27,3,1406,22000,17.585931255,4,1482,35000,21.393487449,7,1463,32000,27.049873204,1.0810810811,1.0769230769,1.0833333333,,21.861238088,21.393487449,21.861238088,,11.757916518,11.098106243,12.235941678,,14.03,4.93,9.1,0,0,26.02,7.86,10.24
390351031001,277.33333333,126.66666667,132,17,0,1.6666666667,83,39,32,12,8,0,4,4,68,32,27,9,Cuyahoga,0.2576475258,8,0,0,0,1028,128,372,0.0665083362,0.0216733744,61,9,1735,110000,79.136690647,12,1650.5,224750,132.39107579,18,1811.5,312250,155.8142309,1.2205882353,1.21875,1.1851851852,1.3333333333,94.339622642,133.37418301,56.008454106,122.68628382,64.069124231,66.255275053,54.993044498,11.096740677,24.52,11.54,9.74,3.25,0,25.81,8.41,22
390351033001,269,4,0,265,0,0,75,0,0,75,2,0,0,2,73,0,0,73,Cuyahoga,0.1944456886,0,0,0,0,2467,136,1137,0.1653127152,0.0000897469,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0273972603,,,1.0273972603,170.33414833,,,170.33414833,38.715136842,,,38.715136842,27.14,0,0,27.14,0,85.02,0.05,0
390351034001,309,195.66666667,106,4,0,3.3333333333,90,58,32,0,11,1,4,6,75,49,26,0,Cuyahoga,0.1096418207,2,0,0,0,1051,61,275,0.023146522,0.0116907355,72,18,1498.5,130950,79.435963521,19,1648,170000,115.89347079,21,1694,197500,115.56465769,1.2,1.137254902,1.2307692308,,92.209801264,110.7799402,55.510480749,,49.049349998,43.874673279,45.254496316,,24.27,15.86,8.41,0,0,21.11,10.66,23.3
390351034002,261.66666667,204,56.333333333,0,0,1.3333333333,86,67,19,0,8,4,1,3,75,60,15,0,Cuyahoga,0.0685968429,3,0,0,0,828,144,237,0.0142371513,0.0136606835,80,23,1513,145000,105.99415205,22,1628,221000,142.13401589,22,1577.5,239000,130.50061729,1.1466666667,1.1166666667,1.2666666667,,107.97089801,123.62637363,50.773694391,,57.419576279,56.203592019,35.986653914,,28.66,22.93,5.73,0,0,20.75,19.91,30.57
390351034003,193,128.66666667,62,0,0,2.3333333333,50,35,15,0,13,2,3,8,41,27,14,0,Cuyahoga,0.0771370369,2,0,0,0,726,67,200,0.0152693842,0.0130095343,65,15,1504,55000,36.569148936,10,1632.5,150000,142.7683826,10,1254,75000,64.256704899,1.2195121951,1.2962962963,1.0714285714,,48.340064473,66.489361702,39.896670494,,56.069343654,63.132060519,13.302098171,,21.24,13.99,7.25,0,0,19.8,16.87,33.68
390351035001,454.33333333,270.66666667,178,0,0,5.6666666667,122,78,44,0,9,3,0,6,99,60,39,0,Cuyahoga,0.2826858657,17,0,0,0,1187,226,338,0.0466549372,0.0334654428,109,26,1410,83950,79.132854765,31,1533,125000,80.184659091,21,1065,210000,164.17910448,1.2323232323,1.2786885246,1.1282051282,,80.601588805,114.08730159,65.913269271,,64.531578191,65.569048321,56.358231882,,21.79,13.21,8.58,0,0,16.5,11.84,23.99
390351035002,142.66666667,87.666666667,53.333333333,0,0,1.6666666667,28,19,9,0,5,0,2,3,26,17,9,0,Cuyahoga,0.059010312,0,0,0,0,488,49,113,0.0253724389,0.0117395546,39,6,1460,244000,161.99436563,8,1798,177950,97.606544384,5,2162,312000,148.31905076,1.0769230769,1.1176470588,1,,113.59984212,144.31082331,67.706013363,,55.138534668,52.774072823,30.072918453,,18.22,11.92,6.31,0,0,43,19.89,27.34
390351036021,137,80.666666667,29,26,0,2,40,20,7,13,0,0,0,0,39,20,6,13,Cuyahoga,0.5274742586,1,0,0,0,959,65,443,0.107813612,0.0145806789,5,3,3047,355000,157.375,10,1968,277000,159.35150376,7,2160,320000,164.71734893,1.0256410256,1,1.1666666667,1,157.58447434,162.43284844,92.592592593,163.23907455,44.812313503,46.096180917,23.594703839,21.782859665,28.47,14.6,4.38,9.49,0,20.44,2.76,3.65
390351036022,230.66666667,86.666666667,58.333333333,83,0,2.6666666667,44,12,5,27,1,0,1,0,44,12,5,27,Cuyahoga,0.0947707094,0,0,0,0,746,43,207,0.0453543245,0.0011943655,15,4,1384.5,262000,171.30970157,3,1616,270000,164.77579687,5,1633,320000,206.6748316,1,1,1,1,198.01587302,174.17034493,113.97849462,223.48484848,52.987199457,58.956161783,44.119508795,34.852203227,19.08,5.2,2.17,11.71,0,47.86,1.26,6.5
